"","textOriginal","hard_marker","easy_marker","authorDisplayName"
"285","6:49 I can't do that. I don't know how, it sounds horrible.
Someone help my neighbors.
nothing else Marty",NA,NA,"Joe Kowalewski"
"286","U didnt show HOW to Do the last part
HEY Marty, what happened to the end bit of part 1?
nothing else Marty",NA,NA,"Joe Bond"
"287","Your lesson is so boring",NA,NA,"Reign Huishuwo"
"288","You talk too much and repeat too much so it's hard to learn  from you","hard",NA,"Reign Huishuwo"
"289","Its too hard for me xD
I'm so bad i had to divide part 1 into 2 parts","hard",NA,"Hoang Que Linh"
"290","How do you get your hammered notes to be so loud?",NA,NA,"Sladeraider"
"291","11:26
am i doing something wrong, because my finger dont stretch that far..? haha
Practice this like nothing else matters ;)
Rip fingers, time to learn the hell out of this",NA,NA,"Brittany Bealer"
"292","Its too hard for me xD
I'm so bad i had to divide part 1 into 2 parts
11:26
am i doing something wrong, because my finger dont stretch that far..? haha","hard",NA,"Xpgus Crhrd"
"293","I can play the part from 0:00 to 0:04",NA,NA,"Aashman Thakur"
"294","You suck.",NA,NA,"anuja nanda"
"295","Hello Marty, another great video, thank you so much!",NA,NA,"Fernando Toro"
"296","Hey you're a great teacher, I'm gonna practice this to start my metal journey
8:46-8:50 😫😫 lol Its so smooth when you do it.",NA,NA,"Wiegand Dejah Wiegand"
"297","17:20 

dont mind me I'm trying to learn the Last part
When an 18 minute video turns out to be a 1 month video",NA,NA,"Gregory Ridley"
"298","Thank you so much",NA,NA,"Gilad Ben shimon"
"299","About two minutes into it; Who are you ""conversing"" (anymore than giving a lesson/lecture) with, Marty? The ghosts of Metallica's past? lol Thanks for the video. Much appreciated.",NA,NA,"Noah Norton"
"300","Thanks man, appreciate it",NA,NA,"Frank Castle"
"301","If any of yall would like to check out my first song I just uploaded it today",NA,NA,"Antonio Baratelli"
"302","17:20 
dont mind me I'm trying to learn the Last part",NA,NA,"Berzan Daval"
"303","Can you do The bard's song from blind guardian",NA,NA,"ja wat"
"304","11:26
am i doing something wrong, because my finger dont stretch that far..? haha
6:49 I can't do that. I don't know how, it sounds horrible.
Someone help my neighbors.",NA,NA,"Marcus Krouse"
"305","Can you pls make a Metallica Part 1.2 where you also Show how to Play the Last segment.😊",NA,NA,"Jonathan Seebacher"
"306","Fuck you Marty Schwartz!!!!!!",NA,NA,"Jenna Harcourt"
"307","For years I thought it was two guitars. Now ""I gotta new thing"" Marty. Thank you",NA,NA,"Theater of the Absurd"
"308","Marty, just want you to know what a great teacher you are...my eyes tear up when I’m able to complete a stage with your guidance.  What a great journey this is with you, thanks bro ✌🏼",NA,NA,"Hill Anon"
"309","We tried a version of this Marty! Listen to us please! We listen to your tutorials all the time!
https://youtu.be/vKllcTKsD-Q",NA,NA,"The Wilke Sisters"
"310","is fully acoustic or acoustic electric?",NA,NA,"Nika Mikaberidze"
"311","My dude Marty makes fender play useless",NA,NA,"Jack Carnes"
"312","I hate how we shows the full intro but doesnt teach the FULL intro",NA,NA,"Samuel Cruz"
"313","Someone know the rifs at the end from 17.20...cannot identify where the fingers are..sorry..tabulatur will help that way...tried a lot but sounds bad..in part 2 is no description ..thanks for being patient ..absolute beginner",NA,NA,"Simon Schnaeckel"
"314","Awesome tutorial Marty!!",NA,NA,"Liam Walker"
"315","Love this video 💕💕",NA,NA,"kx Structure"
"316","Excellent skill but the way you teach makes me wanna kick ya in the head",NA,NA,"BLACK & WHITE"
"317","Schwartz sounds like Schwanz in German ; ) no offense",NA,NA,"samghost13"
"318","Dude , our guitars are almost the same haha",NA,NA,"Dany 26"
"319","Lol that last part you didn't teach...",NA,NA,"B D"
"320","One of my favorite Metallica songs",NA,NA,"Mr ConTron"
"321","Just picked up my first guitar...my first musical instrument at that and I will be so proud if I can play this eventually. Cant wait to get to work... my only regret is not picking up a guitar sooner!",NA,NA,"Vince"
"322","I wish you had spent more time explaining the last part. I had to figure it out by watching the video in 0.5 speed. It was good training though :)",NA,NA,"SuperHansburger93"
"323","When an 18 minute video turns out to be a 1 month video",NA,NA,"pe g"
"324","I swear you play it better than they do live!",NA,NA,"Aryn Stevens"
"325","17:22",NA,NA,"Felix Lundberg"
"326","https://soundcloud.com/user130325289/nothing-else-matters",NA,NA,"Supercars of ni"
"327","5:56",NA,NA,"creater royal98"
"328","Watched some chords videos and then wanted to jump in and learn a song , I'm about 2 months in and finally made it to the end of part 1 . From never playing before to nothing else matters is a big jump , but Marty is a fantastic teacher especially when I can pause it learn a few notes practice it till I have it down and come back on my own time ♥️",NA,NA,"catie mae"
"329","Very good Tutotial 🙌🙌",NA,NA,"Schletz Alan"
"330","15:00",NA,NA,"Felix Lundberg"
"331","I really like this song and you make it easy to learn thank you",NA,NA,"sally powell"
"332","Marty your the best man I’ll tell you everyone else that does youtube lessons is so complex but you I learn songs that I thought I would never play",NA,NA,"Punisher 7 7"
"333","im sorry not being mean but i love your tutorials and things like that but damn you go way to fucking fast",NA,NA,"SPRITECRANNBERRY"
"334","thank you so much for this lesson!!!!!!!!",NA,NA,"Anastasia Raileanu"
"335","Thanks Marty for your videos ! I've been watching your videos since I got my first guitar on 2012. 
Best tutorial ever",NA,NA,"Laurien Merinda"
"336","are you pou from kungfu panda?",NA,NA,"Amir Cakoi"
"337","It's not that hard. Take some time to practice the right hand technique, it's really important. It's the classical guitar technique, once you get that done it'll be so useful. Trust me","hard",NA,"MynxLynx"
"338","So beautiful",NA,NA,"Toby Gomez"
"339","What exact guitar are you using? Really curious",NA,NA,"DragonSlayer 202"
"340","if you are having trouble with reaching 2nd fret with index finger move your elbow closer to the guitar part and stretch your index finger, not the weak pinky",NA,NA,"Arūnas Rimkus"
"341","Wish i could thumb up this video 100 times!!!",NA,NA,"maax musterus"
"342","13:06",NA,NA,"Felix Lundberg"
"343","Yo marty Speed it up u keep playing same thing we can skip and practice😒",NA,NA,"Simon"
"344","My teacher says I have a gift I listened to this song and I can play but the thing is that I cant read notes...but you teach me new things on how to play song when I listen",NA,NA,"Mr.Pineapple Man"
"345","Marty do you think I can get a gf from playing this?",NA,NA,"Bl3ach Boiz"
"346","This is an awesome and really well explained tutorial. Thank you so much, Marty!",NA,NA,"Psst_Its_Me"
"347","JoPe it’s not the e string it’s the a",NA,NA,"Amin Abdelwahed"
"348","I just got mine a few days ago, and I think I’m doing okay. Marty is great at instructing!!",NA,NA,"Olivia"
"349","Yeah I have the movement and everything, just the sound isn’t happening, like it doesn’t sound like that",NA,NA,"Ian Bray"
"350","The stretches get easier and more comfortable after a few days.",NA,NA,"LouD"
"351","Same here! 🖤",NA,NA,"Katie Bain"
"352","rafniki420 Where are your fucking parents?",NA,NA,"Awkward Andrew"
"353","Couple years...🙇‍♀️",NA,NA,"Janayah Laurelle"
"354","@rafniki420 you said you are ""8 so please dont swear"". But you shouldnt really look into the comments on youtube. Youtube is top 5 on most toxic platforms on the internet.",NA,NA,"SnpAdrian"
"355","SnpAdrian wtf are you talking about",NA,NA,"rafniki420"
"356","@rafniki420 Then don't fucking watch youtube. You are supposed to be 13 to make a youtube channel. If saying ""fuck"" or ""shit"" offends you you shouldn't even be on youtube.",NA,NA,"SnpAdrian"
"357","Thanks",NA,NA,"Daniel Baller"
"358","After one hour of trying, I’m at 4:13.. I don’t think I’ll ever learn this song",NA,NA,"Raphael D"
"359","I really like your teaching style. I can actually grow. Thank you",NA,NA,"Amie Owsianowski"
"360","Thanx man . My favorite song . I came to earth to learn this song :). Atlast I learned allmost all , just need to practice alooooot to make good sound . yay . happy for your video . Thanx Teacher !",NA,NA,"Mindaugas Cechanavicius"
"361","Where is explained the part from 0:34???",NA,NA,"Ric"
"362","I'm able to play fine til I have to reach between the 5th and 2nd fret at the same time. My hand isnt big enough! Wat can I do?",NA,NA,"spozbucket"
"363","Nah man i though this was easy cause i am a beginner but hell no, to hard for me🙁","hard",NA,"Vandolin Marku"
"364","hey marty so I need some help with a bit I don't understand how you do the hammer on",NA,NA,"Thrzn FN"
"365","6:49 I can't do that. I don't know how, it sounds horrible.
Someone help my neighbors.",NA,NA,"Isabella O"
"366","I'm on day 4 first time ever playing a guitar trying to get this song down is very hard I'm stuck right now on the part 7:22 i have bad arthritis I'm only 25 any suggestions in helping with the cramps? wish me luck I love Metallica and I want this to really be my 1st song I conquer! Rock on guys and gals!","hard",NA,"TheAllKnowing512"
"367","Honestly you make it seem easier than it looks.",NA,NA,"mrbananaboy55"
"368","I was searching for some simple rhythms till i came across this now i want to learn this and nothing else",NA,NA,"Evan Klingman"
"369","6:29",NA,NA,"Soul Alex"
"370","love this song, and thanks to you now I can play it  💙 🙏",NA,NA,"Mony singer"
"371","Are there any written tabs for this?",NA,NA,"alon cohen"
"372","Man you really are a good teacher. I prefer your instructional videos better than anyone else's. Thanks!",NA,NA,"Nick N"
"373","For further reference when making a guitar video can you do recaps of the full thing more often this was a little hard to follow","hard",NA,"random dude 45"
"374","I dont like metal rock (or hard rock)and maybe this song either but the first harmony of this song on the acoustic guitar    has been on my mind for a long time... its such a deep and sentimental riff for me.","hard",NA,"JCQ Music"
"375","Thank you this is an awesome lesson you have here.",NA,NA,"Gwynn Music"
"376","A question! Why didn’t you teach the last part of the intro? You stop with 
E 12
G (12)
B (12)
e (12)
And then the start of the song 

E 0
G0
B0
e0

I’m just wondering!",NA,NA,"REX_Gamer 07"
"377","I keep losing sound sliding from the 8 hammer on to the 5 .",NA,NA,"Zsurvivalist"
"378","Amazing video, nicely done. It's pretty entertaining to actually get a bit of a song out of the guitar instead of just practising chords. Thank you!",NA,NA,"Jorik Soer"
"379","Been over a week, very badly it’s coming along, but we’ll get there! 1st part all memorised but so sloppy lol, will update",NA,NA,"Geer Dommel"
"380","I just wanna learn this song and it’s so painful haha but I love it 😤 Thank you Marty you’re the best 🤙🏻",NA,NA,"Alexix Ibarra"
"381","1. thank you for this, ive always wanted to learn NEM
2. i just want to learn my fav song and every 2 min i get a stupid ad saying "" you suck guitar, use our website and get better"" and im like wtf",NA,NA,"Crabby _64oz"
"382","Hey you're a great teacher, I'm gonna practice this to start my metal journey",NA,NA,"stargazer _099"
"383","Straight fire!",NA,NA,"KnifeSeu1984"
"384","Marty youre a god lol",NA,NA,"Stanley Kinzinger"
"385","Your moving to fast for me to focus",NA,NA,"Aiden Bailey"
"386","how about sick bubblegum..rob zombie",NA,NA,"den rock"
"387","Can you still play this on a guitar that has nylon string?",NA,NA,"Aryan"
"388","Why does your Bass guitar have 6 strings?",NA,NA,"Jamzeeod"
"389","That's bit too much for me.",NA,NA,"yongchao zhao"
"390","This is your best lesson, easy to learn for beginners",NA,NA,"Donald Trump"
"391","Thanks Marty, I'm a old (63) man  that Loves Metallica and Disturbed. I can't wait to learn this Classic and others!",NA,NA,"Bob Yad"
"392","I was tuning my  acoustic guitar up to pitch to play this song and the high e broke ! Now what every",NA,NA,"aunt jenifer"
"393","dude this is liitttt. sounds so good",NA,NA,"CADEN ZUMBRUNNEN"
"394","I get kind of a Sylvester Stallone crossed with Gibby vibe from Marty",NA,NA,"mrlevinielsen"
"395","Very very Interesting.... Thank you.. 👍👍👍🙏🙏",NA,NA,"Malsawmkima Malsawmkima"
"396","YOU DIDN'T FINISH IT",NA,NA,"Josh McDonald"
"397","That guitar sounds amazing",NA,NA,"Clayton Sasseville"
"398","When you hammer on the 8th fret, what exactly are you doing with your finger? Pulling off or what? I have everything down except that part. I can't get the same sound",NA,NA,"Augustine Cervantes"
"399","i just start learning this song and your so good at showing how to do it ive learned a little already thanks for helping me out!",NA,NA,"Karamelkurden 77"
"400","ahhh, so lovely",NA,NA,"Pop Rareș"
"401","OMG, SOUNDS LOVELY, I THINK IS THE ONLY THING THAT I WANT TO BUY QUITAR, JUST TO SING THIS SONG !!
sorry caps :)",NA,NA,"Pop Rareș"
"402","Everybody asking about 17:20, it's really easy to figure out by just watching where his hands go: It's an Em at the 7th fret, followed by a D then C barre chord, played three times. Next is a barred G, then B.",NA,NA,"Procras Tinator"
